	pex19Δ-1	pex19Δ-2	pex19Δ-3	pex19Δ-6	pex19Δ-7	pex19Δmsp1Δ-1	pex19Δmsp1Δ-2	pex19Δmsp1Δ-3	pex19Δmsp1Δ-4	pex19Δmsp1Δ-5	log$_2$(Fold Change)	p-val	padj	-log$_1$$_0$(p-value)	Cohen's $\mathit{d}$
NUP85	13.6423	14.4007	16.2161	10.0469	11.1654	8.7464	5.81716	5.84887	6.50303	7.61301	-0.9230784209833636	0.0011043867672477685	0.2154167744337175	2.9568788057141435	3.138123986467502
BPL1	8.92407	19.1574	19.4314	8.51117	9.43722	8.32891	3.96536	5.51156	10.2682	6.46467	-0.9224275893017919	0.05564765691834456	0.8903049346605897	1.2545531172027033	1.4150785427613115
BEM4	9.52184	23.4207	21.0358	7.1691	4.2386	13.881	5.7284	6.03676	3.41351	5.55425	-0.9176303165661864	0.18538028066931253	0.8903049346605897	0.7319364646466152	0.9164161624758832
MRS6	10.7967	23.8614	20.3658	6.62892	3.70876	12.4862	7.16064	5.84832	2.77907	6.36421	-0.9160689011460951	0.18206382341008395	0.8903049346605897	0.7397763411584581	0.924218322425889
UFD4	9.88824	21.1099	22.17	6.38948	5.80138	11.3123	8.91829	6.82235	3.32582	4.2622	-0.9159069984359732	0.1503293453145898	0.8903049346605897	0.8229562338894217	1.0060806623043907
SKI3	10.7606	22.1934	21.2389	5.7104	5.31958	11.7943	6.14422	6.10521	5.11107	5.62247	-0.90723346036484	0.1542478254034134	0.8903049346605897	0.8117809499654184	0.9951721122855179
CAF40	3.12726	8.87033	9.32976	5.33433	38.536	6.52466	2.3214	1.4088	20.3467	4.20082	-0.9056346586072093	0.4317003636344249	0.9979149347641074	0.36481758552404825	0.5236444179613751
URE2	10.0948	21.7617	21.7343	8.29253	3.31337	14.6068	5.90735	6.00101	2.95097	5.33711	-0.9055773230626823	0.18799237325319149	0.8903049346605897	0.7258597694663258	0.9103574038809156
TFA1	9.66869	17.1037	20.6608	8.86472	8.85276	11.3178	6.39303	6.33769	4.98552	5.81532	-0.9026478537410574	0.0550532178791434	0.8903049346605897	1.2592172912914623	1.4194317215163552
PYC1	11.5303	23.6005	22.3399	4.49106	3.11125	12.7844	7.87811	5.18042	3.52016	5.56388	-0.8977177973554132	0.22656546362670138	0.8936208537290291	0.6448062908515668	0.8285031517404959
CFT2	9.65582	21.7058	22.9738	4.696	6.02544	13.4392	4.99129	4.21648	6.73662	5.55955	-0.8966919366576094	0.19319161058097317	0.8903049346605897	0.7140117369137878	0.8985152208063623
SET5	12.5973	21.9092	20.0282	7.47321	3.0025	10.0017	7.74418	6.98085	3.86089	6.40197	-0.8937449932938479	0.146728204509306	0.8903049346605897	0.8334863968219781	1.016336440490444
GPH1	10.0132	23.6824	21.7947	6.00323	3.51682	13.8241	6.91183	5.46688	2.84593	5.94096	-0.8937391262616976	0.21966021871191152	0.890648082372244	0.6582485883150446	0.8422222937649024
RPN9	13.77	19.8723	19.6397	7.10175	4.58952	11.249	6.46119	7.48716	4.60205	5.22729	-0.8913916547140682	0.1119141409570304	0.8903049346605897	0.9511150345476549	1.1295908031936581
YLR164W	6.85532	5.64429	5.69678	12.0748	34.645	4.22122	3.15807	7.83814	15.7185	4.14775	-0.8877782460730121	0.3497393343342372	0.9750801922631335	0.45625552089736515	0.628099866793261
CTF4	10.157	21.2572	22.0156	6.42768	5.05725	10.6463	7.00452	6.48051	4.57214	6.3818	-0.8876804169501858	0.1518271322195564	0.8903049346605897	0.818650611047255	1.0018808371824148
REP1	11.639	19.154	20.9674	7.02506	6.06762	14.9466	7.70768	1.34987	4.38515	6.75761	-0.8837772346218515	0.15695931112824862	0.8903049346605897	0.8042129160157123	0.9877699555523335
SRB4	9.34281	19.8865	20.8416	5.7476	8.96702	11.0854	5.27914	5.88155	7.23657	5.73188	-0.8795003825366762	0.10800780094987414	0.8903049346605897	0.9665448761136637	1.1442957132532938
VPS3	11.7133	20.3049	18.166	7.95592	6.59685	11.6138	6.34054	6.7953	5.24532	5.26812	-0.8764313519333166	0.08211025101541079	0.8903049346605897	1.0856026202068216	1.2569052993066936
YET3	9.25338	3.63119	3.22627	6.87877	12.2786	3.8032	13.5765	12.8201	27.4878	7.04418	0.8761058205802532	0.21816595149761478	0.890648082372244	0.6612130274897952	0.8452395744650104
MDH2	18.2478	14.3051	14.211	11.0991	6.82911	6.33716	8.60623	8.9964	6.02628	5.34181	-0.873599568915083	0.020396568649416285	0.7700252960010814	1.6904428885529166	1.823787941538621
YKR096W	10.4294	23.6746	21.5498	5.64416	3.38557	13.3115	5.84767	5.95309	3.83932	6.36487	-0.8730580827707556	0.22166994364563503	0.890648082372244	0.6542931891307064	0.8381918118238204
RTT107	11.7926	17.2152	18.4796	6.71755	10.3592	10.1896	6.31502	5.31208	8.19524	5.42381	-0.8655277298354734	0.039897731250410046	0.8715052874860537	1.3990517993869729	1.5499122472824847
CTK2	11.0225	20.5845	21.3536	5.85098	5.73439	11.3705	6.00733	6.25825	5.66605	6.15191	-0.8643769896360983	0.14401157754579066	0.8903049346605897	0.8416025921954833	1.0242263728746555
MCM1	14.4493	8.66281	11.4852	15.5396	14.392	4.98473	7.46876	10.3765	8.47496	4.16614	-0.8633019922917837	0.008945977836941139	0.5710786942818243	2.0483721820974203	2.1697473320036242
AVL9	11.8471	18.6825	18.7802	8.76235	6.34319	10.5448	6.49386	7.0192	5.45227	6.07451	-0.8561496548914279	0.06480379665627913	0.8903049346605897	1.1883995493983923	1.353283135967399
MEP2	9.10376	4.89519	5.91451	11.583	32.8947	3.67938	4.06426	6.15158	16.1322	5.5815	-0.8546239600349512	0.33668774562720416	0.9693684594289182	0.47277269027462415	0.6463709772624399
RPN6	12.5266	18.286	20.2107	6.59431	6.73938	10.1993	6.48117	7.50114	5.99884	5.46245	-0.8524821291689221	0.08765735638803894	0.8903049346605897	1.0572116311426958	1.230169777876002
KAP114	10.56	22.3698	21.0535	6.72517	3.64067	9.04409	7.5427	8.42855	4.77389	5.86161	-0.8519847979001285	0.17545405275154463	0.8903049346605897	0.7558365957170026	0.9401515703656673
SGV1	12.7188	19.0798	19.6709	7.81847	5.04243	10.2603	6.60093	7.6748	5.72392	5.40969	-0.8508040039357515	0.09766431917713171	0.8903049346605897	1.0102640730754893	1.185808593281794
CTK1	9.74775	19.7528	20.6856	5.90238	8.22636	11.0958	5.91547	6.01187	7.4674	5.19461	-0.8498289481035991	0.1156638181327875	0.8903049346605897	0.9368024754715433	1.1159231504824927
AI4	10.1287	13.2224	13.9384	14.0485	12.8571	8.8119	5.28563	6.84874	7.47627	7.38231	-0.8423081577462479	0.0002531400636931348	0.0740645636355497	3.5966391149606607	3.9354843335619436
MOB2	8.89711	20.8942	21.7855	6.6159	5.98554	11.8507	6.11418	6.34049	5.77994	5.73644	-0.8412486320009025	0.16390987700294965	0.8903049346605897	0.7853948756019512	0.9693106143679333
FYV10	11.0225	18.4874	18.3606	7.64238	8.63854	12.517	7.01111	5.28225	4.73898	6.29931	-0.8395624094342623	0.07194215806480272	0.8903049346605897	1.143016538694627	1.3108029015311111
SHE4	10.8816	21.1849	19.5345	7.27678	5.2455	14.2129	6.64507	5.96858	4.01129	5.03901	-0.8377949966636816	0.16460428878016775	0.8903049346605897	0.7835588533929123	0.9675053605727284
PTC4	12.2217	16.5832	18.6275	10.4257	6.25246	10.0836	6.97843	7.49254	5.53006	5.80482	-0.837002196329996	0.04294229983910205	0.8715052874860537	1.367114699986298	1.5200997730231314
PRP6	11.4542	20.4735	21.0849	7.61075	3.44848	14.5583	5.9897	4.89502	4.44495	6.04015	-0.8345767510620878	0.19294830207297575	0.8903049346605897	0.7145590388266183	0.8990631156366847
CDC21	10.0848	20.944	21.2196	7.70235	4.08279	11.7097	7.32003	6.71235	4.3958	5.82861	-0.8321743969188536	0.1698269605252493	0.8903049346605897	0.769993363103302	0.9541430591803188
LAG2	14.0587	20.1873	18.423	7.55007	3.80747	12.5553	6.95962	8.09178	3.37426	4.9925	-0.8317371212314449	0.14777073286801692	0.8903049346605897	0.830411572792004	1.0133440030001464
SWD2	14.137	16.6395	16.95	7.87324	8.4191	7.5095	7.30647	8.23385	7.13101	5.80031	-0.8312556393649412	0.023286041922435545	0.7858158986300546	1.6329043250045714	1.769318659529537
CAB2	12.274	20.6755	20.4137	7.35232	3.29549	12.4031	7.13989	7.15292	3.40745	5.88559	-0.8307660610467057	0.1749040095452684	0.8903049346605897	0.7572002345268948	0.9415014247342666
BET4	9.29626	22.082	20.013	7.54117	4.95759	11.2629	6.55	7.44332	4.7692	6.08455	-0.8231933695482487	0.16455755684628354	0.8903049346605897	0.7836821691503162	0.9676266338418088
YLR312C	9.95838	6.22702	6.01424	9.38963	4.52291	9.86998	18.2786	14.3305	5.92556	15.4832	0.8230558492912671	0.05097335045881303	0.8903049346605897	1.2926568194630443	1.4506336266042446
CPR7	12.1731	18.9079	19.0401	7.84746	5.87306	9.80148	8.40551	7.86942	4.28356	5.79846	-0.8201652235826792	0.09271015680272614	0.8903049346605897	1.0328726843911622	1.2071971474315208
UME1	10.2695	17.3521	18.0044	7.40915	10.7981	8.61697	6.09112	6.72822	10.9561	3.77436	-0.8196433440854143	0.05111035202678778	0.8903049346605897	1.291491127795205	1.4495461083815444
TPK2	12.1096	17.9191	17.5772	8.95431	7.23099	10.6193	6.18029	8.49643	5.42256	5.49019	-0.8170182480750966	0.05104682777295408	0.8903049346605897	1.2920312413049344	1.4500500019025244
GCN5	8.60446	16.7222	18.4999	8.25636	11.7078	11.9539	4.64837	6.93932	7.47547	5.19215	-0.8169898612388574	0.05485838238851495	0.8903049346605897	1.2607570026027861	1.4208686948116822
UTP8	10.7584	19.7371	20.1882	6.59462	6.42	10.0396	6.10825	7.39212	7.63506	5.12662	-0.8112201991018444	0.1212458313502455	0.8903049346605897	0.9163331842944228	1.0963271770463574
NUP120	13.2286	17.3733	18.9461	7.27871	6.86033	8.71978	7.06439	7.57412	7.00966	5.94498	-0.8105164786809832	0.06294555847169586	0.8903049346605897	1.2010349089125312	1.3650956658598428
RIA1	11.0939	20.1938	19.008	8.12658	5.18321	10.175	6.43087	7.85438	5.4413	6.49293	-0.8054316431513162	0.11493267030406279	0.8903049346605897	0.9395565029392388	1.1185552138620702
RSC30	10.9365	19.6332	18.5723	7.79791	6.62989	11.3343	6.30192	5.66577	6.81444	6.31374	-0.8032078221284094	0.09772118876354258	0.8903049346605897	1.0100112585395074	1.185569135158222
CDC14	10.844	18.7871	17.8528	6.75526	9.31913	11.5289	6.26461	6.33282	7.94601	4.36933	-0.8024912357617449	0.07682949337169909	0.8903049346605897	1.114472030622931	1.2840319055434661
KAP104	11.3546	17.6443	18.4978	8.19343	7.85766	8.77544	6.82242	7.75072	6.21606	6.88754	-0.8018368569173547	0.04767084056462682	0.8827048157579221	1.3217471902302758	1.4777716437602137
GCN1	10.1012	21.6157	20.2052	6.00405	5.58328	14.1388	6.01742	5.06539	4.22104	7.04791	-0.7994475305540027	0.20113265671897787	0.8903049346605897	0.6965174098537217	0.8809565710451562
GYP8	7.05098	7.31045	7.96336	6.40612	7.77948	13.5177	11.0691	10.7953	12.9141	15.1934	0.79821320905522	0.00023706853487928347	0.0740645636355497	3.625126084297296	3.9737826328823336
RTS1	13.0316	17.5495	18.0985	8.48783	6.29181	8.45409	7.15098	8.30796	6.54702	6.08067	-0.7963251821933472	0.05582090875415425	0.8903049346605897	1.2532030975553414	1.4138184732286248
CRN1	11.1798	3.9423	3.16507	6.71181	11.5767	3.33818	11.7213	15.7167	24.138	8.51016	0.7941519149330614	0.20849477754425869	0.890648082372244	0.6809048189257926	0.865209711796886
YPR078C	7.76431	23.9742	23.8693	5.02641	2.76126	19.9542	4.60796	2.80734	2.39985	6.83516	-0.792358569825008	0.3732649285036734	0.9802043111266995	0.42798281391206616	0.5964293152991802
GAL3	12.9652	19.3212	20.0009	6.60556	4.49047	9.82963	8.20165	7.12461	4.1333	7.32755	-0.7916001040087091	0.14438879451826014	0.8903049346605897	0.8404665094513972	1.0231227216310617
YEL020C	14.4358	16.6581	15.7722	8.99284	7.50497	6.44814	7.58692	8.99348	7.65789	5.9497	-0.7903942479595455	0.024287164556679935	0.7895577292454005	1.614623184629482	1.7520623686185817
CDC31	9.8686	17.2107	20.2616	7.56877	8.43167	13.3018	5.06824	5.77144	5.17513	7.34207	-0.7889925497440305	0.1113861800658105	0.8903049346605897	0.9531686897141688	1.1315497128712166
TUS1	9.72908	21.0138	20.905	6.61728	5.00917	12.3464	7.13115	6.41126	4.64629	6.19062	-0.7848295511989203	0.1907399246754811	0.8903049346605897	0.7195583932074521	0.9040639916912384
CYC8	9.70901	21.9406	23.2924	4.85942	3.46947	14.0958	6.88465	4.33333	3.67932	7.73594	-0.7846209293563832	0.2809892873769494	0.9540218661900606	0.5513102371118692	0.7311935933086702
CCR4	10.1324	19.8234	21.0557	7.8033	4.44209	12.2647	7.20773	7.7293	4.4253	5.11609	-0.7837484916176147	0.1774601820832292	0.8903049346605897	0.7508990772084835	0.935260078710637
NAM7	11.2738	17.0103	19.6434	7.28853	8.00488	8.98518	7.69443	7.51045	7.72399	4.8651	-0.7815136633785084	0.07110180418485773	0.8903049346605897	1.1481193790510096	1.3155840544323283
TRA1	10.2151	19.225	20.4585	6.11599	7.18125	11.3046	8.28297	5.46126	6.23368	5.52181	-0.7799544768766744	0.13982192811561317	0.8903049346605897	0.8544247133341911	1.036665701448149
FSH3	12.6011	18.4554	18.6998	8.37628	5.01961	9.2914	7.75762	8.06906	4.88355	6.84609	-0.7772574113763505	0.09776702234624116	0.8903049346605897	1.009807611758931	1.1853762424530294
REP2	17.0299	7.72035	11.3228	12.4716	14.5957	8.50074	17.0342	1.12406	1.41628	8.78443	-0.7765175374634865	0.15183534289392353	0.8903049346605897	0.8186271254284285	1.0018579183118468
BRR2	11.1483	18.0615	21.4142	6.74474	5.7375	10.7339	7.5206	6.47763	5.5788	6.58297	-0.7744003649355714	0.1418157771566941	0.8903049346605897	0.8482754507401465	1.0307038297286937
SEC26	10.5212	21.4573	21.4977	5.3662	4.25876	13.8582	6.81554	6.69486	4.43456	5.09578	-0.7740871543563955	0.2397513496209253	0.9100183659665608	0.6202389393970453	0.8032655848817096
MCM2	10.1752	21.3072	21.1295	5.05386	5.43217	14.1719	7.55003	4.88335	4.47546	5.82137	-0.7738893672205734	0.23057797040719946	0.9018309634258745	0.6371821878809221	0.8206942569805693
SWI1	12.9214	18.7662	18.1422	8.04225	5.21946	12.5332	6.0348	5.51954	6.24003	6.5809	-0.7734939464427716	0.1171478857684294	0.8903049346605897	0.9312655449448686	1.1106282808036816
SSO2	8.14729	4.06415	3.04301	9.24041	12.4155	4.33047	11.3726	18.8642	21.6666	6.85578	0.773377538454705	0.20181349948617205	0.8903049346605897	0.6950497867796519	0.8794794722836958
MAD2	11.2387	18.3939	18.498	8.21164	6.74621	8.59057	7.19626	8.40611	6.33809	6.38058	-0.7733012400983609	0.07262411951924296	0.8903049346605897	1.138919119871867	1.306962821665022
GRR1	9.30794	19.803	22.7592	6.53615	4.65618	15.2018	6.16717	5.0849	4.49326	5.99031	-0.7716977960778217	0.24322059308016586	0.9151129727882706	0.613999656856306	0.7968207617788211
GAP1	14.8366	13.3765	15.013	10.831	8.99558	9.52314	8.63963	5.63459	5.94289	7.20711	-0.771086409215939	0.005663383071678285	0.4734318563014871	2.24692406166688	2.3686440889385305
ORC5	11.3442	16.5431	16.3934	8.68477	10.0627	10.6405	7.21461	6.02784	6.88787	6.20108	-0.7695675891372007	0.021853407768155596	0.7843569455584576	1.6604808305696368	1.7953933991485804
YRB2	10.0344	20.1706	20.6764	6.94305	5.10213	14.071	5.86638	4.93696	4.72626	7.47279	-0.7632854943499782	0.20247079509357518	0.8903049346605897	0.6936376116809829	0.8780575710637638
PEX17	6.10025	6.468	5.77475	8.47122	10.3006	8.93352	12.2034	12.7646	15.2891	13.6945	0.7607233121109774	0.005244011226173592	0.44906642475842634	2.280336387260362	2.4027084165621213
YHR182W	10.0117	19.648	18.7483	7.32134	7.13323	11.6295	6.16027	6.1647	5.83508	7.34787	-0.7593276625379684	0.12045629122508765	0.8903049346605897	0.9191705126188257	1.099047030187661
ACC1	10.5497	19.3766	21.2064	5.59902	6.08059	11.4192	7.0851	5.76131	6.97336	5.94869	-0.7562233566789569	0.17481027433355836	0.8903049346605897	0.7574330456418944	0.9417318363674514
SIP2	10.8273	20.6704	21.05	6.05681	4.20707	11.3112	7.97023	7.3866	5.01365	5.50679	-0.7561751660841562	0.20641268201384472	0.8903131775806006	0.6852636231328542	0.869613508327993
TSA2	13.1802	19.0816	19.7197	7.0387	3.7485	9.08003	8.71395	9.5295	4.28603	5.62168	-0.753533600639339	0.1656817431935863	0.8903049346605897	0.7807253447316199	0.9647178244136578
ARC19	12.7659	12.3137	16.6475	5.32885	15.7028	7.81436	6.49511	5.55166	12.1164	5.26364	-0.752918219121349	0.06139984593885828	0.8903049346605897	1.2118327185654718	1.3751861758196178
YHR020W	10.5722	19.1919	19.4318	7.96128	5.5463	11.9614	7.27585	6.80914	4.45484	6.79529	-0.749504489596552	0.14292560928848777	0.8903049346605897	0.8448899477226518	1.0274185088748358
MDN1	7.66008	15.1527	16.0449	4.9751	18.8461	11.716	6.87812	4.08998	7.46863	7.1684	-0.7479867323113512	0.11995579841360013	0.8903049346605897	0.9209787542975126	1.1007797920472355
UBC8	9.45525	8.77814	8.08233	9.70881	26.5889	5.21121	6.20885	7.50198	12.9002	5.56434	-0.7439516307668901	0.22085477471472512	0.890648082372244	0.6558932071828487	0.8398228355538122
VAB2	11.5916	13.7931	14.707	9.72477	12.778	10.3232	6.71531	7.11281	7.0297	6.22442	-0.7427871043801154	0.002162962791241775	0.28989514382463955	2.6649509515259426	2.809196251806533
TNA1	8.01831	5.89275	5.02084	7.56023	10.9953	7.56407	15.254	8.95109	19.2643	11.4791	0.7377391614796998	0.06790008623855749	0.8903049346605897	1.1681296741303104	1.3343208334140981
THG1	12.7951	15.7056	16.8045	10.8405	6.36516	10.3897	7.12679	6.81649	5.13745	8.01871	-0.737634120073335	0.04052833971781332	0.8715052874860537	1.392241187182589	1.5435531828933675
FBP26	11.8323	19.4687	18.2447	7.88281	4.98584	11.4939	7.78367	7.92677	4.16456	6.21678	-0.7316946592583436	0.14468747649391628	0.8903049346605897	0.8395690578578978	1.0222507156763436
SWI4	9.13539	18.7849	18.7297	7.11118	8.63236	12.9404	5.49505	6.7599	7.26921	5.14195	-0.730414008156513	0.13075351074945812	0.8903049346605897	0.8835466414385265	1.0648090909813985
SSA2	11.4233	6.47133	5.19761	8.24069	6.32518	6.6995	17.2674	18.9701	10.5303	8.87458	0.7272410667293595	0.09794055635558786	0.8903049346605897	1.0090374332821104	1.1846466966831284
YMR118C	12.0085	13.4609	10.3914	14.355	12.1185	7.61661	5.79554	9.68702	8.74445	5.82218	-0.7267710657795668	0.0013797829859716144	0.24222090318731693	2.860189214617863	3.027020091791779
YPL113C	9.07869	20.2952	22.7676	5.12623	4.96411	12.5253	7.04524	5.5246	6.90927	5.76375	-0.7204821711286713	0.25726169817247674	0.926405971572888	0.5896248679309545	0.7714980945962494
SRY1	12.0941	13.5135	16.2612	12.0988	8.23316	10.1819	9.12532	6.47911	5.1677	6.84509	-0.7185795605290792	0.015258053669759129	0.6992148376738025	1.816500861819777	1.94408681260652
PUF4	9.32009	19.2679	20.6124	6.7697	6.22184	15.9456	5.2433	5.96216	4.48402	6.17302	-0.7180320387028879	0.23140526133362382	0.9018309634258745	0.6356267709582362	0.8190986151010893
SAC6	10.6555	19.2878	19.731	6.54402	5.95811	11.0856	6.68841	7.49549	6.95413	5.59993	-0.717082625555963	0.15967525276558384	0.8903049346605897	0.7967623876821966	0.9804707598580309
YCP4	8.27647	6.56742	5.60447	6.66754	10.7375	6.33319	12.1421	14.8428	21.1788	7.64967	0.7152516467656304	0.12282987868404394	0.8903049346605897	0.910695977093563	1.0909198442000057
SAK1	12.1036	17.3116	16.9347	9.06013	6.71818	12.6797	6.3064	6.14153	5.17677	7.56735	-0.7141264011710817	0.08688233568702967	0.8903049346605897	1.0610685123137755	1.2338054888901997
YRB30	11.9858	21.2088	18.2213	6.46711	4.22958	13.6676	7.55603	6.47468	3.64611	6.54291	-0.7131702535468645	0.22256178302051222	0.890648082372244	0.6525494080526589	0.8364132533246961
TRL1	9.1423	21.6311	20.7361	5.94359	4.65591	12.7131	8.71288	6.20989	4.53651	5.71872	-0.7129433168287072	0.2529835244942242	0.9200343795922621	0.5969077612519733	0.7790889405164934
NMT1	10.5581	19.0146	19.2173	7.3801	5.92313	11.1706	7.22779	7.20568	5.46145	6.84126	-0.7119800689008177	0.14451586387558873	0.8903049346605897	0.8400844766757946	1.0227515394866713
GFA1	10.6547	19.0772	21.8851	6.9129	3.56288	14.9582	7.06709	6.43063	3.57538	5.87592	-0.7119528675379425	0.26160083419673263	0.9317818849011361	0.5823608754606902	0.7639052771329999
PRP39	9.71791	18.9037	19.7018	6.47924	7.24278	13.4041	5.99145	5.63197	5.76814	7.15887	-0.7090528651539945	0.17366165163038144	0.8903049346605897	0.7602960728829018	0.9445642614336082
HSP150	11.6626	18.9046	20.4457	5.75757	5.20384	12.0412	8.02561	6.87534	5.0312	6.05227	-0.7046985329554583	0.19805992032399958	0.8903049346605897	0.703203399994993	0.8876776509493006
SLG1	14.4502	5.57248	4.98655	8.33546	4.6982	4.3736	18.1577	17.2189	14.7045	7.50236	0.703641839254673	0.18448847437039811	0.8903049346605897	0.7340307605276267	0.9185019771982016
RPN5	12.256	16.8234	16.7945	8.5424	7.49182	11.1386	6.1435	8.14596	6.3691	6.2948	-0.7006421259255067	0.06145280545093082	0.8903049346605897	1.2114582858605702	1.3748363290687835
RET3	11.3712	18.119	19.0071	8.05817	5.32136	10.7482	7.6342	7.92195	5.443	6.37586	-0.6987296879894198	0.13418145566347864	0.8903049346605897	0.8723075010039926	1.0539649512505298
ARC35	12.5094	17.0717	17.3761	6.83668	8.05162	8.54679	6.4295	7.24849	10.3117	5.61804	-0.69681464870752	0.078145865992046	0.8903049346605897	1.1070939917245193	1.2771044779271414
NGR1	11.7108	14.4732	14.4515	12.1988	8.94205	10.8521	7.75178	7.88874	5.99258	5.73836	-0.6925924813312943	0.008937133067910304	0.5710786942818243	2.0488017756639367	2.170171577654028
NIP1	11.5423	19.1768	19.6924	6.6738	4.68845	12.4526	8.00328	8.02828	4.09555	5.6465	-0.6924317438167376	0.20416735098762606	0.8903049346605897	0.6900137060276551	0.8744059580636666
